"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,187,175,168,171,174
Admitidas (presentadas en el centro),110,106,104,108,112
Admitidas (presentadas en otro centro),0,1,5,2,1
No admitidas (presentadas en el centro),79,68,58,61,61
