"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,148,163,135,150,165
Admitidas (presentadas en el centro),106,105,99,113,111
Admitidas (presentadas en otro centro),0,5,4,0,0
No admitidas (presentadas en el centro),43,53,32,37,53
