"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,10,7,5,11
Admitidas,4,10,7,5,10
No admitidas,3,0,0,0,1
