"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,218,136,107,145,119
Admitidas,191,122,100,133,92
No admitidas,27,14,7,12,27
