"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,137,137,135,133,125
Admitidas (presentadas en el centro),88,92,96,102,94
Admitidas (presentadas en otro centro),0,5,3,3,2
No admitidas (presentadas en el centro),50,40,36,28,29
