"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,157,126,127,113,117
Admitidas (presentadas en el centro),116,103,105,97,96
Admitidas (presentadas en otro centro),0,8,9,11,9
No admitidas (presentadas en el centro),41,15,12,5,12
