"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,63,52,65,37,46
Admitidas,60,52,61,35,44
No admitidas,3,0,4,2,2
