"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,13,11,9,13,11
Admitidas,13,4,8,6,6
No admitidas,0,7,1,7,5
