"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,51,39,43,46,61
Admitidas (presentadas en el centro),31,33,43,41,44
Admitidas (presentadas en otro centro),0,1,0,0,1
No admitidas (presentadas en el centro),20,5,0,5,16
