"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,104,156,127,152,155
Admitidas (presentadas en el centro),36,36,52,62,76
Admitidas (presentadas en otro centro),0,1,2,1,5
No admitidas (presentadas en el centro),69,115,73,88,74
