"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,102,102,79,94,100
Admitidas,97,84,57,80,74
No admitidas,5,18,22,14,26
