"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,134,133,103,120,117
Admitidas,128,124,101,113,106
No admitidas,6,9,2,7,11
