"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,128,152,93,141,160
Admitidas (presentadas en el centro),58,58,60,65,58
Admitidas (presentadas en otro centro),0,3,1,1,1
No admitidas (presentadas en el centro),72,91,32,75,101
