"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,148,143,145,140,136
Admitidas,147,143,145,140,134
No admitidas,1,0,0,0,2
