"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,157,164,159,139,145
Admitidas (presentadas en el centro),108,108,109,107,112
Admitidas (presentadas en otro centro),0,2,2,4,3
No admitidas (presentadas en el centro),52,53,48,28,30
