"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,160,161,157,160,164
Admitidas (presentadas en el centro),117,144,144,151,147
Admitidas (presentadas en otro centro),0,6,6,5,4
No admitidas (presentadas en el centro),52,10,7,4,13
