"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,57,38,44,42,50
Admitidas,54,36,40,40,47
No admitidas,3,2,4,2,3
