"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,9,4,14,25,22
Admitidas,8,1,4,12,0
No admitidas,1,3,10,13,22
