"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,159,110,184,127,125
Admitidas,144,90,158,107,105
No admitidas,15,20,26,20,20
