"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,121,118,120,102,97
Admitidas (presentadas en el centro),57,50,51,48,48
Admitidas (presentadas en otro centro),0,3,3,4,6
No admitidas (presentadas en el centro),67,65,65,47,41
