"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,18,7,52,62,9
Admitidas,17,6,14,4,7
No admitidas,1,1,38,58,2
