"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,95,85,69,36,72
Admitidas,93,79,65,33,65
No admitidas,2,6,4,3,7
