"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,407,436,387,378,300
Admitidas (presentadas en el centro),182,180,178,175,176
Admitidas (presentadas en otro centro),0,4,4,4,2
No admitidas (presentadas en el centro),230,251,205,198,121
