"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,86,100,91,89,77
Admitidas,75,85,66,57,58
No admitidas,11,15,25,32,19
