"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,203,139,172,130,167
Admitidas,186,107,119,109,119
No admitidas,17,32,53,21,48
