"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,215,225,209,195,178
Admitidas (presentadas en el centro),148,163,164,154,149
Admitidas (presentadas en otro centro),0,5,4,3,2
No admitidas (presentadas en el centro),73,57,41,38,27
