"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,84,112,107,91,96
Admitidas,79,72,79,79,79
No admitidas,5,40,28,12,17
