"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,220,198,203,213,184
Admitidas,193,150,155,148,147
No admitidas,27,48,48,65,37
