"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,3,6,6,7,11
Admitidas,0,3,5,1,5
No admitidas,3,3,1,6,6
