"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,66,72,77,84,86
Admitidas (presentadas en el centro),55,64,72,77,76
Admitidas (presentadas en otro centro),0,3,4,2,3
No admitidas (presentadas en el centro),14,5,1,5,7
