"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,77,61,47,39,56
Admitidas,50,50,41,36,40
No admitidas,27,11,6,3,16
