"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,45,34,29,26,36
Admitidas,39,29,20,18,19
No admitidas,6,5,9,8,17
