"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,92,85,84,105,86
Admitidas (presentadas en el centro),87,76,67,86,78
Admitidas (presentadas en otro centro),0,2,5,4,3
No admitidas (presentadas en el centro),5,7,12,15,5
