"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,60,64,56,63,59
Admitidas (presentadas en el centro),36,59,48,54,57
Admitidas (presentadas en otro centro),0,2,3,4,2
No admitidas (presentadas en el centro),24,3,5,5,0
