"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,124,96,111,118,126
Admitidas,108,78,87,102,90
No admitidas,16,18,24,16,36
