"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,13,12,15,16,8
Admitidas,12,12,15,10,3
No admitidas,1,0,0,6,5
