"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,100,110,68,63,81
Admitidas,92,78,54,51,57
No admitidas,8,32,14,12,24
