"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,145,99,94,124,115
Admitidas,124,73,62,70,102
No admitidas,21,26,32,54,13
