"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,12,2,6,5
Admitidas,5,5,1,1,2
No admitidas,3,7,1,5,3
