"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,183,192,152,143,171
Admitidas,155,139,116,121,103
No admitidas,28,53,36,22,68
