"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,57,59,70,60,48
Admitidas,50,52,56,40,40
No admitidas,7,7,14,20,8
