"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,186,193,180,156,148
Admitidas (presentadas en el centro),114,110,102,101,103
Admitidas (presentadas en otro centro),0,12,14,11,7
No admitidas (presentadas en el centro),76,71,64,44,38
