"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,56,46,45,45,42
Admitidas,54,46,44,43,42
No admitidas,2,0,1,2,0
