"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,66,72,65,61,51
Admitidas,65,72,61,57,48
No admitidas,1,0,4,4,3
