"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,186,203,148,193,143
Admitidas,137,132,119,125,110
No admitidas,49,71,29,68,33
