"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,87,43,53,54,55
Admitidas,50,36,40,40,40
No admitidas,37,7,13,14,15
