"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,144,128,107,85,107
Admitidas (presentadas en el centro),85,90,83,66,70
Admitidas (presentadas en otro centro),0,2,3,2,11
No admitidas (presentadas en el centro),60,36,21,16,26
