"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,172,156,142,128,158
Admitidas (presentadas en el centro),109,110,110,85,111
Admitidas (presentadas en otro centro),0,1,3,5,4
No admitidas (presentadas en el centro),64,45,29,36,43
