"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,144,166,169,158,122
Admitidas (presentadas en el centro),100,104,116,108,100
Admitidas (presentadas en otro centro),0,3,4,4,5
No admitidas (presentadas en el centro),44,57,46,45,16
