"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,92,100,130,157,122
Admitidas,86,79,87,134,86
No admitidas,6,21,43,23,36
