"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,107,99,125,129,135
Admitidas (presentadas en el centro),79,91,103,116,109
Admitidas (presentadas en otro centro),0,1,0,0,4
No admitidas (presentadas en el centro),30,7,22,13,22
