"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,150,174,145,137,118
Admitidas,140,103,98,100,104
No admitidas,10,71,47,37,14
