"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,42,49,48,41,26
Admitidas,37,46,42,39,23
No admitidas,5,3,6,2,3
