"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,73,45,61,65,53
Admitidas,50,41,48,44,42
No admitidas,23,4,13,21,11
