"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,206,189,147,184,189
Admitidas,114,105,105,109,105
No admitidas,92,84,42,75,84
