"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,95,86,63,61,58
Admitidas,50,50,38,39,38
No admitidas,45,36,25,22,20
