"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,103,92,97,60,83
Admitidas (presentadas en el centro),75,69,79,52,70
Admitidas (presentadas en otro centro),0,5,3,1,4
No admitidas (presentadas en el centro),28,17,14,7,9
