"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,161,177,164,213,147
Admitidas,156,163,149,191,132
No admitidas,5,14,15,22,15
