"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,124,118,132,155,132
Admitidas (presentadas en el centro),103,116,122,133,118
Admitidas (presentadas en otro centro),0,0,4,4,3
No admitidas (presentadas en el centro),23,2,6,18,11
