"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,58,34,39,49,36
Admitidas,51,33,35,38,34
No admitidas,7,1,4,11,2
