"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,65,56,75,69,69
Admitidas (presentadas en el centro),45,52,54,50,55
Admitidas (presentadas en otro centro),0,0,0,0,2
No admitidas (presentadas en el centro),20,4,21,19,12
