"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,49,69,62,55,51
Admitidas,48,68,61,54,50
No admitidas,1,1,1,1,1
