"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,35,49,52,49,42
Admitidas,33,43,50,41,38
No admitidas,2,6,2,8,4
