"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,49,24,23,27,17
Admitidas,49,24,23,26,17
No admitidas,0,0,0,1,0
